,MJD,filter,unforced_mag,unforced_mag_error,unforced_mag_status,forced_ujy,forced_ujy_error
590,58679.182199,g,17.743,0.063,positive,,
592,58677.180637,g,17.781,0.073,positive,,
596,58676.182812,g,17.687,0.057,positive,,
597,58676.182326,g,17.812,0.069,positive,,
598,58676.181829,g,17.753,0.063,positive,,
600,58674.19934,g,17.728,0.071,positive,,
604,58673.182743,g,17.675,0.055,positive,,
605,58673.182292,g,17.739,0.07,positive,,
606,58673.179479,g,17.778,0.052,positive,,
609,58670.202616,g,17.66,0.05,positive,,
610,58670.197072,g,17.726,0.048,positive,,
611,58670.196586,g,17.667,0.058,positive,,
614,58668.195845,g,17.668,0.048,positive,,
617,58667.204664,g,17.657,0.053,positive,,
618,58667.196563,g,17.687,0.049,positive,,
619,58667.196076,g,17.715,0.05,positive,,
621,58665.196632,g,17.603,0.049,positive,,
622,58661.220764,g,17.581,0.042,positive,,
623,58661.220312,g,17.576,0.048,positive,,
624,58661.21941,g,17.63,0.051,positive,,
628,58660.185972,g,17.643,0.045,positive,,
629,58658.201609,g,17.585,0.051,positive,,
630,58658.199201,g,17.603,0.046,positive,,
631,58658.19875,g,17.567,0.05,positive,,
632,58657.198773,g,17.59,0.046,positive,,
633,58655.241563,g,17.564,0.058,positive,,
634,58655.241088,g,17.541,0.055,positive,,
637,58654.285914,g,17.478,0.061,positive,,
638,58654.266852,g,17.574,0.065,positive,,
645,58651.198229,g,17.565,0.066,positive,,
646,58651.19544,g,17.448,0.072,positive,,
649,58649.183252,g,17.548,0.064,positive,,
650,58649.181817,g,17.475,0.053,positive,,
653,58648.180023,g,17.46,0.06,positive,,
654,58648.178032,g,17.511,0.073,positive,,
657,58646.196134,g,17.457,0.057,positive,,
658,58646.19566,g,17.498,0.055,positive,,
659,58645.236713,g,17.5,0.054,positive,,
660,58645.20875,g,17.456,0.049,positive,,
662,58643.198542,g,17.424,0.038,positive,,
666,58642.206053,g,17.428,0.038,positive,,
667,58642.205602,g,17.409,0.053,positive,,
668,58642.173472,g,17.37,0.066,positive,,
670,58640.204063,g,17.423,0.04,positive,,
672,58639.2425,g,17.435,0.043,positive,,
673,58639.218426,g,17.346,0.046,positive,,
674,58639.217512,g,17.361,0.048,positive,,
676,58637.225961,g,17.368,0.05,positive,,
678,58636.28147,g,17.391,0.05,positive,,
679,58636.264861,g,17.384,0.044,positive,,
680,58636.264375,g,17.302,0.044,positive,,
681,58634.229363,g,17.35,0.053,positive,,
683,58633.262431,g,17.371,0.049,positive,,
684,58633.238785,g,17.28,0.045,positive,,
685,58633.213692,g,17.343,0.057,positive,,
689,58628.225556,g,17.31,0.047,positive,,
690,58628.205613,g,17.268,0.047,positive,,
691,58628.201458,g,17.24,0.047,positive,,
692,58622.165671,g,17.237,0.065,positive,,
693,58619.25603,g,17.236,0.058,positive,,
694,58619.247176,g,17.157,0.057,positive,,
695,58619.243519,g,17.236,0.055,positive,,
696,58619.243067,g,17.15,0.05,positive,,
701,58616.25,g,17.12,0.035,positive,,
702,58616.246574,g,17.146,0.052,positive,,
703,58616.24522,g,17.207,0.045,positive,,
708,58612.265637,g,17.166,0.048,positive,,
709,58612.265185,g,17.083,0.045,positive,,
714,58612.182488,g,17.053,0.055,positive,,
715,58612.182037,g,17.123,0.043,positive,,
716,58609.204745,g,17.062,0.035,positive,,
717,58609.204294,g,17.044,0.041,positive,,
719,58606.451713,g,17.013,0.045,positive,,
720,58606.429526,g,17.035,0.047,positive,,
721,58606.409271,g,17.011,0.05,positive,,
722,58606.388762,g,17.0,0.044,positive,,
729,58602.219757,g,17.119,0.059,positive,,
730,58600.225104,g,16.922,0.049,positive,,
731,58600.197014,g,16.932,0.035,positive,,
732,58599.202998,g,16.998,0.046,positive,,
733,58599.199734,g,16.948,0.041,positive,,
737,58597.28088,g,16.963,0.038,positive,,
738,58597.264433,g,16.884,0.039,positive,,
739,58596.222257,g,16.967,0.036,positive,,
740,58596.199618,g,16.948,0.038,positive,,
743,58594.219954,g,16.894,0.05,positive,,
744,58594.207268,g,16.827,0.049,positive,,
749,58592.182905,g,16.939,0.045,positive,,
750,58592.161979,g,16.874,0.045,positive,,
753,58591.217674,g,16.824,0.042,positive,,
754,58591.194815,g,16.806,0.036,positive,,
755,58589.362928,g,16.876,0.101,positive,,
759,58589.155278,g,16.839,0.041,positive,,
760,58587.326516,g,16.764,0.052,positive,,
761,58587.323264,g,16.851,0.045,positive,,
764,58586.266806,g,16.841,0.036,positive,,
767,58586.18103,g,16.758,0.039,positive,,
770,58584.274398,g,16.77,0.051,positive,,
771,58584.269282,g,16.765,0.041,positive,,
778,58580.269201,g,16.715,0.029,positive,,
779,58580.26875,g,16.772,0.04,positive,,
780,58580.263229,g,16.762,0.036,positive,,
781,58580.262778,g,16.747,0.033,positive,,
784,58575.307095,g,16.704,0.042,positive,,
785,58575.306643,g,16.648,0.041,positive,,
786,58575.282708,g,16.713,0.044,positive,,
787,58575.282257,g,16.64,0.036,positive,,
791,58572.327662,g,16.626,0.03,positive,,
792,58572.325787,g,16.688,0.019,positive,,
797,58572.269282,g,16.608,0.037,positive,,
798,58572.267037,g,16.676,0.04,positive,,
802,58567.305602,g,16.51,0.058,positive,,
805,58562.310208,g,16.549,0.061,positive,,
806,58562.256933,g,16.583,0.041,positive,,
807,58559.343715,g,16.604,0.045,positive,,
808,58559.340058,g,16.505,0.035,positive,,
809,58559.327396,g,16.463,0.036,positive,,
814,58556.365972,g,16.419,0.047,positive,,
815,58556.36044,g,16.413,0.046,positive,,
816,58556.353576,g,16.47,0.044,positive,,
818,58546.280914,g,16.315,0.033,positive,,
820,58546.280428,g,16.332,0.04,positive,,
821,58546.26272,g,16.324,0.04,positive,,
822,58546.261319,g,16.285,0.044,positive,,
826,58543.303993,g,16.288,0.034,positive,,
827,58543.303495,g,16.282,0.029,positive,,
828,58543.28809,g,16.036,0.112,positive,,
834,58538.322419,g,16.352,0.042,positive,,
835,58538.321956,g,16.239,0.04,positive,,
836,58538.305498,g,16.233,0.05,positive,,
837,58538.284815,g,16.149,0.059,positive,,
843,58534.300185,g,16.155,0.034,positive,,
844,58534.287373,g,16.111,0.058,positive,,
845,58534.286898,g,16.13,0.031,positive,,
846,58534.26765,g,16.956,0.055,positive,,
848,58526.450625,g,16.063,0.018,positive,,
849,58526.450174,g,16.034,0.024,positive,,
850,58526.449224,g,16.075,0.035,positive,,
851,58526.448773,g,16.009,0.022,positive,,
854,58522.486875,g,15.951,0.033,positive,,
855,58522.486424,g,15.821,0.04,positive,,
856,58522.444769,g,15.862,0.025,positive,,
857,58522.444306,g,15.823,0.04,positive,,
858,58514.471875,g,15.203,0.017,positive,,
859,58514.471412,g,15.31,0.036,positive,,
860,58514.447037,g,15.276,0.059,positive,,
865,58511.455243,g,14.996,0.028,positive,,
866,58511.454792,g,15.139,0.033,positive,,
872,58508.551806,g,14.821,0.032,positive,,
873,58508.551331,g,14.842,0.022,positive,,
874,58508.549873,g,14.863,0.019,positive,,
875,58508.536898,g,14.789,0.028,positive,,
882,58505.475521,g,14.681,0.025,positive,,
883,58505.445069,g,14.736,0.02,positive,,
884,58505.432951,g,14.707,0.016,positive,,
885,58505.4325,g,14.708,0.019,positive,,
890,58502.475058,g,14.623,0.033,positive,,
891,58502.446424,g,14.603,0.027,positive,,
892,58494.517755,g,14.582,0.034,positive,,
893,58494.516319,g,14.633,0.021,positive,,
894,58494.492118,g,14.647,0.029,positive,,
895,58494.491655,g,14.579,0.02,positive,,
900,58491.489005,g,14.637,0.021,positive,,
901,58491.487593,g,14.689,0.024,positive,,
902,58491.48713,g,14.603,0.025,positive,,
903,58491.486215,g,14.584,0.022,positive,,
904,58486.547917,g,14.68,0.017,positive,,
